Organization Name,Organization Name URL,Contact Email,Website,Founders,Company Type
Slack,https://www.crunchbase.com/organization/slack,feedback@slack.com,http://www.slack.com,"Cal Henderson, Eric Costello, Serguei Mourachov, Stewart Butterfield",For Profit
Kittl,https://www.crunchbase.com/organization/heritage-type,,https://www.kittl.com,"Nicolas Heymann, Tobias Saul",For Profit
Humana,https://www.crunchbase.com/organization/humana,social@humana.com,http://www.humana.com,"David A. Jones, Sr., Wendell Cherry",For Profit
Habu,https://www.crunchbase.com/organization/habu-marketing,info@habu.com,https://habu.com/,"Matt Kilmartin, Michael Moreau, Tom Chavez, Vivek Vaidya",For Profit
Mews,https://www.crunchbase.com/organization/mews-systems,marketing@mews.com,https://www.mews.com,Richard Valtr,For Profit
CG Oncology,https://www.crunchbase.com/organization/cold-genesys,information@coldgenesys.com,https://www.cgoncology.com,Paul DeRidder,For Profit
Colossyan,https://www.crunchbase.com/organization/colossyan,info@colossyan.com,https://www.colossyan.com,"Dominik Mate Kovacs, Kristof Szabo, Zoltan Kovacs",For Profit
Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,info@deliveryhero.com,http://www.deliveryhero.com,"CJ Foo, Kolja Hebenstreit, Lukasz Gadowski, Markus Fuhrmann, Niklas Ostberg",For Profit
Coinbase,https://www.crunchbase.com/organization/coinbase,support@coinbase.com,http://www.coinbase.com,"Brian Armstrong, Fred Ehrsam",For Profit
Figure,https://www.crunchbase.com/organization/figure-66e9,help@figure.com,https://figure.com,"Alana Ackerson, Cynthia Chen, June Ou, Michael Cagney, Sara Priola",For Profit
Docker,https://www.crunchbase.com/organization/docker,info@docker.com,https://www.docker.com,"Kamel Founadi, Sebastien Pahl, Solomon Hykes",For Profit
Illumina,https://www.crunchbase.com/organization/illumina,info@illumina.com,http://www.illumina.com,"David R. Walt, John Stuelpnagel, Larry Bock, Satnam Alag",For Profit
Squire,https://www.crunchbase.com/organization/squīr-technologies,info@getsquire.com,http://www.getsquire.com,"Dave Salvant, Songe LaRon, Yas Tabasam",For Profit
Anker,https://www.crunchbase.com/organization/anker-2,support@anker.com,https://us.anker.com/,Steven Yang,For Profit
Careem,https://www.crunchbase.com/organization/careem,info@careem.com,http://careem.com,"Abdulla Elyas, Magnus Olsson, Mudassir Sheikha",For Profit
Navan,https://www.crunchbase.com/organization/navan,press@navan.com,http://navan.com,Ariel Cohen,For Profit
Freshworks,https://www.crunchbase.com/organization/freshworks,support@freshworks.com,https://www.freshworks.com,"Girish Mathrubootham, Shan Krishnasamy, Vijay Shankar",For Profit
Lyten,https://www.crunchbase.com/organization/lyten,,http://www.lyten.com,"Daniel Cook, Lars Herlitz, Scott Mobley, William Wraith III",For Profit
Protect AI,https://www.crunchbase.com/organization/protect-ai,community@protectai.com,https://protectai.com,Ian Swanson,For Profit
ChargePoint,https://www.crunchbase.com/organization/chargepoint,info@chargepoint.com,http://www.chargepoint.com,"Dave Baxter, Harjinder S. Bhade, Milton T. Tormey, Praveen Mandal, Richard Lowenthal",For Profit
Indigo,https://www.crunchbase.com/organization/indigoag,info@indigoag.com,http://www.indigoag.com,"David Berry, Geoffrey von Maltzahn, Ignacio Martinez, Noubar Afeyan",For Profit
Sunbit,https://www.crunchbase.com/organization/sunbit,support@sunbit.com,http://sunbit.com/,"Arad Levertov, Ornit Dweck-Maizel, Tal Riesenfeld, Tamir Hazan",For Profit
Aurora,https://www.crunchbase.com/organization/aurora-6292,press@aurora.tech,https://aurora.tech,"Chris Urmson, J. Andrew Bagnell, Sterling Anderson",For Profit
Axon,https://www.crunchbase.com/organization/taser-international,taser@taser.com,https://www.axon.com,"Rick Smith, Thomas P. Smith",For Profit
Pinecone,https://www.crunchbase.com/organization/pinecone,info@pinecone.io,https://www.pinecone.io,Edo Liberty,For Profit
Talos Energy,https://www.crunchbase.com/organization/talos-energy,investor@talosenergy.com,http://www.talosenergy.com,"John A. Parker, John L. Harrison, Stephen E. Heitzman, Timothy S. Duncan",For Profit
Cityblock Health,https://www.crunchbase.com/organization/cityblock-health,info@cityblock.com,http://www.cityblock.com,"Bay Gross, Iyah Romm, Mat Balez, Toyin Ajayi",For Profit
Ola Electric,https://www.crunchbase.com/organization/ola-electric,press@olaelectric.in,https://olaelectric.com,"Anand Shah, Ankit Jain, Bhavish Aggarwal",For Profit
Promise,https://www.crunchbase.com/organization/promise,hello@joinpromise.com,https://www.promise-pay.com,"Diana Frappier, Phaedra Ellis-Lamkins",For Profit
Instagrid,https://www.crunchbase.com/organization/instagrid,hello@instagrid.co,https://instagrid.co,"Andreas Sedlmayr, Sebastian Berning",For Profit
Grip Invest,https://www.crunchbase.com/organization/grip-invest,invest@gripinvest.in,https://gripinvest.in,"Aashish Jindal, Nikhil Aggarwal, Vivek Gulati",For Profit
Artisight,https://www.crunchbase.com/organization/artisight,,https://www.artisight.com,"Andrew Gostine, Garrett Larance, Timothy Koby",For Profit
Burro,https://www.crunchbase.com/organization/augean-robotics,,https://burro.ai,"Charles Andersen, Deniz Ilhan, Terry Scott, Vibhor Sood",For Profit
Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,press@animocabrands.com,https://www.animocabrands.com,Yat Siu,For Profit
Cato Networks,https://www.crunchbase.com/organization/cato-networks,press@catonetworks.com,http://www.catonetworks.com,"Gur Shatz, Shlomo Kramer",For Profit
Rigetti Computing,https://www.crunchbase.com/organization/rigetti-computing,info@rigetti.com,http://www.rigetti.com,Chad Rigetti,For Profit
Cvent,https://www.crunchbase.com/organization/cvent,sales@cvent.com,http://www.cvent.com,"Chuck Ghoorah, Daniel Lapus, David Quattrone, Reggie Aggarwal",For Profit
Spirit Airlines,https://www.crunchbase.com/organization/spirit-airlines,,https://www.spirit.com/,Ned Homfeld,For Profit
eloomi,https://www.crunchbase.com/organization/eloomi,info@eloomi.com,http://eloomi.com/,"Claus Johansen, Peter Hindkjaer",For Profit
Redwood Materials,https://www.crunchbase.com/organization/redwood-materials-3,info@redwoodmaterials.com,https://www.redwoodmaterials.com,JB Straubel,For Profit
Nexthink,https://www.crunchbase.com/organization/nexthink,contact@nexthink.com,http://www.nexthink.com,"Patrick Hertzog, Pedro Bados, Vincent Bieri",For Profit
Sion Power,https://www.crunchbase.com/organization/sion-power,info@sionpower.com,http://www.sionpower.com,Terje Skotheim,For Profit
PingSafe,https://www.crunchbase.com/organization/pingsafe,anand@pingsafe.com,https://pingsafe.com,"Anand Prakash, Nishant Mittal",For Profit
Redfin,https://www.crunchbase.com/organization/redfin,customer-service@redfin.com,http://www.redfin.com,"David Eraker, David Selinger, Michael Dougherty",For Profit
fuboTV,https://www.crunchbase.com/organization/fubotv,,http://www.fubo.tv,"Alberto Horihuela, David Gandler, Sung Ho Choi",For Profit
HUB International,https://www.crunchbase.com/organization/hub-international,hub_international_ltd@yahoo.com,https://www.hubinternational.com,Richard Gulliver,For Profit
Xyte,https://www.crunchbase.com/organization/xyte,info@xyte.io,https://xyte.io,"Boris Dinkevich, Omer Brookstein",For Profit
Reken,https://www.crunchbase.com/organization/reken,info@reken.ai,https://reken.ai,"Rich Griffiths, Shuman Ghosemajumder",For Profit
Snorkel AI,https://www.crunchbase.com/organization/snorkel-ai,info@snorkel.ai,https://www.snorkel.ai/,"Alexander Ratner, Braden Hancock, Chris Re, Henry Ehrenberg, Manas Joglekar, Paroma Varma",For Profit
Constellation Software,https://www.crunchbase.com/organization/constellation-software,info@csisoftware.com,http://www.csisoftware.com,"Mark Leonard, Stephan Poirier",For Profit
Reliance Jio,https://www.crunchbase.com/organization/reliance-jio-infocomm-ltd-234,care@jio.com,https://www.jio.com,Mukesh Ambani,For Profit
GreyOrange,https://www.crunchbase.com/organization/gogreyorange,info@greyorange.sg,http://www.greyorange.com,"Akash Gupta, Samay Kohli, Wolfgang Hoeltgen",For Profit
Sayari Labs,https://www.crunchbase.com/organization/sayari-labs,,https://sayari.com/,"Benjamin Power, Farley Mesko",For Profit
Blueshift,https://www.crunchbase.com/organization/blueshift-labs,hello@blueshift.com,https://blueshift.com,"Manyam Mallela, Mehul Shah, Vijay Chittoor",For Profit
Moderna,https://www.crunchbase.com/organization/moderna-therapeutics,info@modernatx.com,http://www.modernatx.com,"Derrick Rossi, Kenneth Chien, Noubar Afeyan, Stephane Bancel, Timothy A. Springer",For Profit
GE Healthcare,https://www.crunchbase.com/organization/ge-healthcare,,http://www.gehealthcare.com,"Elihu Thomson, Thomas Edison",For Profit
Philips,https://www.crunchbase.com/organization/koninklijke-philips,Deanbridges99@gmail.com,https://www.usa.philips.com,"Frederik Philips, Gerard Philips",For Profit
SmithRx,https://www.crunchbase.com/organization/smithrx,pr@smithrx.com,http://www.smithrx.com,Jake Frenz,For Profit
Canoo,https://www.crunchbase.com/organization/canoo-tech,info@canoo.com,http://www.canoo.com,"Andrew Wolstan, Phillip Weicker, Richard Kim, Stefan Krause, Ulrich Kranz",For Profit
Socure,https://www.crunchbase.com/organization/socure,salesinfo@socure.com,http://www.socure.com,"Johnny Ayers, Sunil Madhu",For Profit
Krafton,https://www.crunchbase.com/organization/bluehole,biz@krafton.com,https://www.krafton.com,Chang Byung-gyu,For Profit
Novo Nordisk,https://www.crunchbase.com/organization/novonordisk,prindia@novonordisk.com,https://www.novonordisk.com,"August Krogh, Marie Krogh",For Profit
x.ai,https://www.crunchbase.com/organization/x-ai,help@human.x.ai,,"Alex Poon, Dennis Mortensen, Marcos Jimenez Belenguer, Matt Casey",For Profit
Lattice,https://www.crunchbase.com/organization/lattice-2,support@lattice.com,http://www.lattice.com,"Eric Koslow, Jack Altman",For Profit
TerraScale,https://www.crunchbase.com/organization/terrascale,contact@terrascale.org,http://terrascale.org,"Danny Hayes, Philip Eggen, Soheila Yalpani",For Profit
ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,hello@thoughtspot.com,https://www.thoughtspot.com,"Abhishek Rai, Ajeet Singh, Amit Prakash, Priyendra Deshwal, Sanjay Agrawal, Shashank Gupta, Vijay Ganesan",For Profit
Spellbook,https://www.crunchbase.com/organization/rally-7c45,,https://www.spellbook.legal,"Daniel Di Maria, Matthew Mayers, Scott Stevenson",For Profit
ProducePay,https://www.crunchbase.com/organization/produce-pay,info@producepay.com,https://www.producepay.com,"Ben Dusastre, Pablo Schwarzbeck",For Profit
ASML,https://www.crunchbase.com/organization/asml,corpcom@asml.com,https://www.asml.com,Martin van den Brink,For Profit
120Water,https://www.crunchbase.com/organization/120wateraudit,,https://120water.com,"Chris Baggott, Dave Kohl, Megan Glover",For Profit
Jasper,https://www.crunchbase.com/organization/jasper-ai,hey@jasper.ai,https://www.jasper.ai,"Chris Hull, Dave Rogenmoser, John Philip Morgan",For Profit
BlocPower,https://www.crunchbase.com/organization/blocpower,Info@blocpower.io,http://www.blocpower.io,"Keith Kinch, Morris Cox",For Profit
Captura,https://www.crunchbase.com/organization/captura,,https://capturacorp.com,"Chengxiang Xiang, Harry Atwater",For Profit
CheckSammy,https://www.crunchbase.com/organization/checksammy,info@checksammy.com,http://www.checksammy.com,"Paul Botelho, Sam Scoten",For Profit
VAST Data,https://www.crunchbase.com/organization/vast-data,hello@vastdata.com,http://www.vastdata.com,"Jeff Denworth, Renen Hallak, Shachar Fienblit",For Profit
Inshorts,https://www.crunchbase.com/organization/news-in-shorts,contact@newsinshorts.com,http://www.inshorts.com/,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha",For Profit
Impact Analytics,https://www.crunchbase.com/organization/impact-analytics-3,contact@impactanalytics.co,http://www.impactanalytics.co,Prashant Agrawal,For Profit
Archer,https://www.crunchbase.com/organization/archer-b2aa,,https://www.archer.com,"Adam Goldstein, Brett Adcock",For Profit
TrusTrace,https://www.crunchbase.com/organization/trustrace,hello@trustrace.com,https://www.trustrace.com,"Hrishikesh Rajan, Madhava Venkatesh, Saravanan Parisutham, Shameek Ghosh",For Profit
Blue Yonder,https://www.crunchbase.com/organization/jda-software,info@blueyonder.com,https://blueyonder.com,"Frederick Pakis, James Donald Armstrong",For Profit
Cerebras Systems,https://www.crunchbase.com/organization/cerebras-systems,info@cerebras.net,http://cerebras.net/,"Andrew Feldman, Carlos Virella, Gary Lauterbach, Jean-Philippe Fricker, Michael James, Sean Lie",For Profit
Mayo Clinic,https://www.crunchbase.com/organization/mayoclinic,,https://www.mayoclinic.org,"Augustus Stinchfield, Charles Horace Mayo, Christopher Graham, Donald Balfou, Henry Stanley Plummer, Melvin Millet, William James Mayo",Non-profit
AstroTalk,https://www.crunchbase.com/organization/astrotalk,support@astrotalk.com,https://astrotalk.com/,Puneet Gupta,For Profit
Etsy,https://www.crunchbase.com/organization/etsy,(935)-355.4703press@etsy.com,https://www.etsy.com,"Chris Maguire, Haim Schoppik, Jared Tarbell, Robert Kalin",For Profit
Gro Intelligence,https://www.crunchbase.com/organization/gro-intelligence,support@gro-intelligence.com,http://www.gro-intelligence.com,"Nemo Semret, Sara Menker, Sewit Ahderom",For Profit
Rokid,https://www.crunchbase.com/organization/rokid,sales@rokid.ai,http://rokid.ai,"Eric Wong, Mingming Zhu",For Profit
Kroger,https://www.crunchbase.com/organization/kroger,kroger.ir@kroger.com,http://www.kroger.com,Bernard Kroger,For Profit
European Bank for Reconstruction and Development,https://www.crunchbase.com/organization/european-bank-for-reconstruction-and-development-ebrd,info@ebrd.com,http://www.ebrd.com,Jacques Attali,For Profit
Axiom Space,https://www.crunchbase.com/organization/axiom-space,info@axiomspace.com,http://www.axiomspace.com,"Kam Ghaffarian, Michael Suffredini",For Profit
Vantage Data Centers,https://www.crunchbase.com/organization/vantage-data-centers,info@vantage-dc.com,https://vantage-dc.com,,For Profit
Diageo,https://www.crunchbase.com/organization/diageo,press@diageo.com,http://www.diageo.com,"Alexander Walker, Angus McDowell, Arthur Guinness, Carlos Virella",For Profit
Tenchi Security,https://www.crunchbase.com/organization/tenchi-security,contact@tenchisecurity.com,https://www.tenchisecurity.com,"Alexandre Sieira, Dani Dilkin, Felipe Boucas",For Profit
Tencent,https://www.crunchbase.com/organization/tencent,gc@tencent.com,https://www.tencent.com/en-us,"Charles Chen, Chenye Xu, Jason Zeng, Pony Ma, Zhidong Zhang",For Profit
Stratasys,https://www.crunchbase.com/organization/stratasys,info@stratasysdirect.com,http://www.stratasys.com,Scott Crump,For Profit
ExtraHop Networks,https://www.crunchbase.com/organization/extrahop-networks,info@extrahop.com,http://www.extrahop.com,"Jesse Rothstein, Raja Mukerji",For Profit
Brex,https://www.crunchbase.com/organization/brex,info@brex.com,https://brex.com,"Henrique Dubugras, Pedro Franceschi",For Profit
Aquaconnect,https://www.crunchbase.com/organization/aquaconnect-india,info@aquaconnect.blue,https://aquaconnect.blue,Rajamanohar Somasundaram,For Profit
Berkshire Hathaway,https://www.crunchbase.com/organization/berkshire-hathaway-corp,berkshire@berkshirehathaway.com,http://www.berkshirehathaway.com,Oliver Chace,For Profit
BYD Company,https://www.crunchbase.com/organization/byd-company,pr@byd.com,https://en.byd.com,Chuan-Fu Wang,For Profit
Nabla,https://www.crunchbase.com/organization/nabla,,https://www.nabla.com,"Alexandre Lebrun, Delphine Groll, Martin Raison",For Profit
SmartBear,https://www.crunchbase.com/organization/smart-bear-software,info@smartbear.com,http://smartbear.com,"Jason Cohen, Sallyann Freudenberg",For Profit
Voltron Data,https://www.crunchbase.com/organization/voltron-data,hello@voltrondata.com,https://voltrondata.com,"Darren Haas, Joshua Patterson, Keith Kraus, Rodrigo Aramburu, Wes McKinney, William Malpica",For Profit
Zip,https://www.crunchbase.com/organization/zipmoney-payments,customercare@zipmoney.com.au,https://zip.co,"Larry Diamond, Peter Gray",For Profit
G2,https://www.crunchbase.com/organization/g2-crowd,sales@g2.com,https://www.g2.com,"Godard Abel, Mark Myers, Matt Gorniak, Mike Wheeler, Tim Handorf",For Profit
Ubisoft,https://www.crunchbase.com/organization/ubisoft,ubisoft.spain@ubisoft.com,https://www.ubisoft.com,"Christian Guillemot, Claude Guillemot, Gerard Guillemot, Michel Guillemot, Yves Guillemot",For Profit
NextEra Energy,https://www.crunchbase.com/organization/nextera-enterprises-inc,media.relations@nexteraenergyresources.com,http://www.nexteraenergy.com,,For Profit
Macy's,https://www.crunchbase.com/organization/macys,macys@support.com,https://www.macysinc.com,Rowland Hussey Macy,For Profit
Circle,https://www.crunchbase.com/organization/circle-2,customer-support@circle.com,https://www.circle.com,"Jeremy Allaire, Sean Neville",For Profit
TD Bank,https://www.crunchbase.com/organization/td-bank,,https://www.td.com,,For Profit
Splunk,https://www.crunchbase.com/organization/splunk,info@splunk.com,https://www.splunk.com,"Erik Swan, Michael Baum, Rob Das",For Profit
The Carlyle Group,https://www.crunchbase.com/organization/the-carlyle-group,media@carlyle.com,http://www.carlyle.com,"William E. Conway, Jr.",For Profit
Cytokinetics,https://www.crunchbase.com/organization/cytokinetics-inc,medicalaffairs@cytokinetics.com,http://cytokinetics.com,"James Sabry, James Spudich, Lawrence Goldstein, Ronald Vale",For Profit
Square Enix,https://www.crunchbase.com/organization/square-enix-north-america,,https://www.jp.square-enix.com/,Yasuhiro Fukushima,For Profit
Prismatic,https://www.crunchbase.com/organization/prismatic-fb55,info@prismatic.io,https://prismatic.io,"Beth Harwood, Justin Hipple, Michael Zuercher",For Profit
CoinList,https://www.crunchbase.com/organization/coinlist,,https://coinlist.co,"Andy Bromberg, Brian Tubergen, Graham Jenkin, Joshua Slayton, Kendrick Nguyen, Paul Menchov",For Profit
FinAGG,https://www.crunchbase.com/organization/finagg,,https://finagg.in,"Nipun Kohli, Praveen Kumar, Srinivasan R.",For Profit
Samsara,https://www.crunchbase.com/organization/samsara-2,info@samsara.com,http://www.samsara.com,"John Bicket, Sanjit Biswas",For Profit
Aleph Alpha,https://www.crunchbase.com/organization/aleph-alpha,info@aleph-alpha.com,https://aleph-alpha.com,"Jonas Andrulis, Samuel Weinbach",For Profit
MeridianLink,https://www.crunchbase.com/organization/meridianlink,,https://www.meridianlink.com/,"Binh Dang, Tim Nguyen",For Profit
Cresta,https://www.crunchbase.com/organization/cresta,pro@cresta.ai,https://www.cresta.com/,"S. Zayd Enam, Sebastian Thrun, Tim Shi",For Profit
EaseMyTrip.com,https://www.crunchbase.com/organization/easy-trip-planners-pvt-ltd,care@easemytrip.com,http://www.easemytrip.com,"Nishant Pitti, Prashant Pitti, Rikant Pitti",For Profit
Hercules Capital,https://www.crunchbase.com/organization/herculescapital,info@htgc.com,http://www.htgc.com,"Manuel A. Henriquez, Roy Y. Liu, Scott Harvey",For Profit
Accelerace,https://www.crunchbase.com/organization/accelerace,info@accelerace.io,http://www.accelerace.io,Peter Torstensen,
QuantumScape,https://www.crunchbase.com/organization/quantumscape,info@quantumscape.com,http://www.quantumscape.com,"Fritz Prinz, Jagdeep Singh, Tim Holme",For Profit
Carry1st,https://www.crunchbase.com/organization/adg-technology-inc,feedback@carry1st.com,https://www.carry1st.com,"Cordel Robbin-Coker, Lucy Hoffman, Tinotenda Mundangepfupfu",For Profit
Bank of Montreal,https://www.crunchbase.com/organization/bank-of-montreal,feedback@bmo.com,http://www.bmo.com,,For Profit
Linktree,https://www.crunchbase.com/organization/linktree,,https://linktr.ee,"Alex Zaccaria, Anthony Zaccaria, Gilbert Campbell, Nick Humphreys",For Profit
Activision Blizzard,https://www.crunchbase.com/organization/activision,,https://activisionblizzard.com,,For Profit
Silicon Box,https://www.crunchbase.com/organization/silicon-box,customer_enquiry@silicon-box.com,https://www.silicon-box.com,"Byung Joon Han, Sehat Sutardja, Weili Dai",For Profit
Tilray,https://www.crunchbase.com/organization/tilray,tilray@tilray.ca,https://www.tilray.com,"Brendan Kennedy, Christian Groh",For Profit
Standard Chartered Bank,https://www.crunchbase.com/organization/standard-chartered-bank,,https://www.sc.com,James Wilson,For Profit
Hulu,https://www.crunchbase.com/organization/hulu,support@hulu.com,https://www.hulu.com,"Elizabeth Comstock, Jason Kilar",For Profit
BridgeBio,https://www.crunchbase.com/organization/bridgebio,info@bridgebio.com,http://bridgebio.com,"Charles Homcy, Frank McCormick, Neil Kumar",For Profit
ZeroFox,https://www.crunchbase.com/organization/zerofox,info@zerofox.com,http://www.zerofox.com,"Chris Cullison, Evan Blair, Hillary Herlehy, James Foster, Robert Francis",For Profit
Mirae Asset,https://www.crunchbase.com/organization/mirae-asset-global-investments,customercare@miraeasset.com,http://www.miraeasset.com,Hyeon-Joo Park,For Profit
Benepass,https://www.crunchbase.com/organization/benepass,sales@getbenepass.com,http://www.getbenepass.com,"Jaclyn Chen, Kabir Soorya, Mark Fischer",For Profit
Bloom Nutrition,https://www.crunchbase.com/organization/bloom-nutrition,help@bloomnu.com,https://bloomnu.com,,For Profit
bunq,https://www.crunchbase.com/organization/bunq,support@bunq.com,https://www.bunq.com,Ali Niknam,For Profit
Constellation Brands,https://www.crunchbase.com/organization/constellation-brands,press@cbrands.com,http://cbrands.com,Marvin Sands,For Profit
Bluewhite,https://www.crunchbase.com/organization/blue-white-robotics,info@bw-robotics.com,https://www.bluewhite.co,"Aviram Shmueli, Ben Alfi, Yair Shahar",For Profit
Ant Group,https://www.crunchbase.com/organization/ant-group,,https://www.antgroup.com,Jack Ma,For Profit
Accenture,https://www.crunchbase.com/organization/accenture,,https://www.accenture.com/ie-en,"Arthur E. Andersen, Clarence DeLany, Mike Redding, Steve Wick",For Profit
Chobani,https://www.crunchbase.com/organization/chobani,contact@chobani.com,http://www.chobani.com,Hamdi Ulukaya,For Profit
E.ON,https://www.crunchbase.com/organization/e-on,info@eon.com,http://www.eon.com,Albert K. Watson,For Profit
Airtel,https://www.crunchbase.com/organization/bharti-airtel-ltd,121@airtel.com,http://www.airtel.in,Sunil Bharti Mittal,For Profit
ModernFi,https://www.crunchbase.com/organization/modernfi-d92e,contact@modernfi.com,https://modernfi.com,,For Profit
Metronome,https://www.crunchbase.com/organization/metronome-9ae7,info@getmetronome.com,https://metronome.com,"Kevin Liu, Scott Woody",For Profit
Oleria,https://www.crunchbase.com/organization/oleria,,https://www.oleria.com,"Jagadeesh Kunda, Jim Alkove",For Profit
Nextiva,https://www.crunchbase.com/organization/nextiva,info@Nextiva.com,http://www.nextiva.com,"Tomas Gorny, Tracy Conrad",For Profit
G42,https://www.crunchbase.com/organization/group-42,contact@g42.ai,https://www.g42.ai/,,For Profit
Qorvo,https://www.crunchbase.com/organization/qorvo,customer.support@qorvo.com,https://www.qorvo.com/,Gc Lee,For Profit
Juniper Square,https://www.crunchbase.com/organization/juniper-square,info@junipersquare.com,https://www.junipersquare.com,"Adam Ginsburg, Alex Robinson, Yonas Fisseha",For Profit
Naver,https://www.crunchbase.com/organization/naver-corporation,,http://www.navercorp.com,"Catherine Sison-Pariño, Hae-Jin Lee, Joon-ho Lee",For Profit
Second Dinner Studios,https://www.crunchbase.com/organization/second-dinner-studios,pr@seconddinner.com',http://seconddinner.com,"Ben Brode, Jomaro Kindred",For Profit
AHEAD,https://www.crunchbase.com/organization/ahead-2,marketing@thinkahead.com,https://www.ahead.com,"Daniel Adamany, Stephen Ayoub",For Profit
Cleveland Diagnostics,https://www.crunchbase.com/organization/cleveland-diagnostics,info@clevelanddx.com,http://www.clevelanddx.com,"Arnon Chait, Boris Zaslavsky",For Profit
LangChain,https://www.crunchbase.com/organization/langchain,,https://www.langchain.com/,,For Profit
OpenText,https://www.crunchbase.com/organization/opentext,support@opentext.com,https://www.opentext.com,"Frank Tompa, Gaston Gonnet, Tim Bray",For Profit
NewSpring,https://www.crunchbase.com/organization/newspring-capital,aveverka@newspringcapital.com,https://newspringcapital.com/,Marc Lederman,For Profit
Tokopedia,https://www.crunchbase.com/organization/tokopedia,contact@tokopedia.com,https://www.tokopedia.com,"Herman Widjaja, Leontinus Alpha Edison, William Tanuwijaya",For Profit
HelloFresh,https://www.crunchbase.com/organization/hellofresh,hello@hellofresh.com,https://www.hellofresh.com/,"Bryan Ciambella, Dominik Richter, Hamish Shephard, Luca Ranaldi, Thomas Griesel",For Profit
Pagero,https://www.crunchbase.com/organization/pagero,info@pagero.com,https://www.pagero.com,"Björn Hovstadius, Jonas Edlund",For Profit
Boeing,https://www.crunchbase.com/organization/boeing-e381,,https://www.boeing.co.uk,,For Profit
Semaai,https://www.crunchbase.com/organization/semaai,info@semaai.com,https://www.semaai.com,Gaurav Batra,For Profit
SoundCloud,https://www.crunchbase.com/organization/soundcloud,contact@soundcloud.com,http://www.soundcloud.com,"Alexander Ljung, Eric Quidenus-Wahlforss",For Profit
Vroom,https://www.crunchbase.com/organization/vroom-com,hello@vroom.com,https://www.vroom.com,"Allon Bloch, Elie Wurtman, Kevin Westfall, Marshall Chesrown, Scott Chesrown",For Profit
Exo,https://www.crunchbase.com/organization/exo-systems,exoinfo@exo.inc,https://www.exo.inc,"Janusz Bryzek, John Kokulis, Sandeep Akkaraju, Yusuf Haque",For Profit
Planet,https://www.crunchbase.com/organization/planet-labs,press@planet.com,http://www.planet.com,"Chris Boshuizen, Robbie Schingler, Will Marshall",For Profit
Ezra AI,https://www.crunchbase.com/organization/ezra,hello@ezra.com,https://ezra.com,"Diego Cantor, Emi Gal",For Profit
Thunes,https://www.crunchbase.com/organization/thunes,info@thunes.com,https://www.thunes.com,,For Profit
SurrealDB,https://www.crunchbase.com/organization/surrealdb,hello@surrealdb.com,https://surrealdb.com,"Jaime Morgan Hitchcock, Tobie Morgan Hitchcock",For Profit
Kyverna Therapeutics,https://www.crunchbase.com/organization/kyverna-therapeutics,info@kyvernatx.com,http://kyvernatx.com,Jeffrey Greve,For Profit
Sana Biotechnology,https://www.crunchbase.com/organization/sana-biotechnology,contact@sana.com,http://sana.com/,"Geoffrey von Maltzahn, Jack Milwid, Jacob Rubens, Michael Mee, Sonja Schrepfer, Steve Harr",For Profit
Fantuan,https://www.crunchbase.com/organization/just-order,feedback@fantuan.ca,https://fantuan.ca,"Randy Wu, Yaofei Feng",For Profit
Anomalo,https://www.crunchbase.com/organization/anomalo,,https://www.anomalo.com,"Elliot Shmukler, Jeremy Stanley",For Profit
Amphenol,https://www.crunchbase.com/organization/amphenol-corporation,social@amphenol.com,http://www.amphenol.com,Arthur J. Schmitt,For Profit
Headway,https://www.crunchbase.com/organization/headway-6412,,https://headway.co,"Andrew Adams, Dan Ross, Jake Sussman, Kevin Chan",For Profit
Aon,https://www.crunchbase.com/organization/aon-corporation,,http://www.aon.com,"Pat Ryan, W. Clement Stone",For Profit
Ceridian,https://www.crunchbase.com/organization/ceridian,mediainquiries@ceridian.com,http://www.ceridian.com,,For Profit
Second Front Systems,https://www.crunchbase.com/organization/second-front-systems,info@secondfront.com,https://secondfront.com,"Mark Butler, Nate Hughes, Peter R Dixon",For Profit
Ring,https://www.crunchbase.com/organization/ring,help@ring.com,https://ring.com,James Siminoff,For Profit
Ambrx,https://www.crunchbase.com/organization/ambrx,bd@ambrx.com,http://www.ambrx.com,"Peter Schultz, Troy Wilson",For Profit
JUSPAY,https://www.crunchbase.com/organization/juspay,info@juspay.in,https://juspay.in/#page-top,"Ramanathan RV, Vimal Kumar",For Profit
Greenbrook,https://www.crunchbase.com/organization/tms-neurohealth-centers-tysons-corner,info@tmsneuro.com,https://www.greenbrooktms.com,William P. Leonard,For Profit
Bitwise,https://www.crunchbase.com/organization/bitwise-asset-management,team@bitwiseinvestments.com,https://www.bitwiseinvestments.com,"Elad Gil, Hong Kim, Hunter Horsley",For Profit
Drizly,https://www.crunchbase.com/organization/drizly,info@drizly.com,http://www.drizly.com,"Cory Rellas, Justin Robinson, Nicholas Rellas, Spencer Frazier",For Profit
Alt Mobility,https://www.crunchbase.com/organization/alt-mobility,ev@alt-mobility.com,https://www.alt-mobility.com/,,For Profit
Somatus,https://www.crunchbase.com/organization/somatus,info@somatus.com,https://somatus.com,"Anthony Welters, Ikenna Okezie",For Profit
